P|BNFSH3|10|FIROL|0|14
S|FIROL|26640464|-77008958| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|JITIL|26609544|-77689644| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|REPEE|26570436|-78424681| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|MUNRO|26540014|-79013817| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BICAP|26539769|-79549922| |TF|0|0|0|0|0|280|1|19000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|18|FIROL|0|14
S|FIROL|26640464|-77008958| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|JITIL|26609544|-77689644| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|REPEE|26570436|-78424681| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|MUNRO|26540014|-79013817| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BICAP|26539769|-79549922| |TF|0|0|0|0|0|280|1|19000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|28|FIROL|0|14
S|FIROL|26640464|-77008958| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|JITIL|26609544|-77689644| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|REPEE|26570436|-78424681| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|MUNRO|26540014|-79013817| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BICAP|26539769|-79549922| |TF|0|0|0|0|0|280|1|19000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|36|FIROL|0|14
S|FIROL|26640464|-77008958| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|JITIL|26609544|-77689644| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|REPEE|26570436|-78424681| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|MUNRO|26540014|-79013817| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BICAP|26539769|-79549922| |TF|0|0|0|0|0|280|1|19000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
